Código UFCD;UFCD;Carga Horária UFCD;Componente;Código Área de Formação;Designação Área de Formação;Código Qualificação;Qualificação;Nível QNQ;Nível QEQ
2441;Pintura com tintas de baixo fogo - contemporâneo;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543130;Pintor/a / Decorador/a;2;2
2442;Decoração com lustrinas e metais preciosos;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543130;Pintor/a / Decorador/a;2;2
2443;Decoração combinada com materiais de baixo fogo;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543130;Pintor/a / Decorador/a;2;2
2443;Decoração combinada com materiais de baixo fogo;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2444;Processo cerâmico;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2444;Processo cerâmico;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2444;Processo cerâmico;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543137;Técnico/a de Laboratório Cerâmico;4;4
2444;Processo cerâmico;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543384;Técnico/a Especialista em Conceção e Desenvolvimento do Produto – Cerâmica;5;5
2445;Preparação de materiais para decoração e cozedura;50;Tecnológica;215;Artesanato;215247;Pintor/a Artístico/a em Azulejo;4;4
2445;Preparação de materiais para decoração e cozedura;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2446;Teoria da cor, perspetiva e projeções;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2450;Decoração com engobes - pincel e trincha;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2451;Decoração com engobes - esponja e bisnaga;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2452;Decoração com vidrados - pincel e trincha;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2453;Decoração com vidrados - esponja e bisnaga;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2455;Técnicas de cópia e reprodução de motivos;50;Tecnológica;215;Artesanato;215247;Pintor/a Artístico/a em Azulejo;4;4
2455;Técnicas de cópia e reprodução de motivos;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2456;Teoria do design;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543128;Técnico/a de Desenho de Mobiliário e Construções em Madeira;4;4
2456;Teoria do design;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2458;Desenvolvimento de projetos para decoração;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2460;Desenho para azulejaria;50;Tecnológica;215;Artesanato;215247;Pintor/a Artístico/a em Azulejo;4;4
2460;Desenho para azulejaria;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2461;História da azulejaria;50;Tecnológica;215;Artesanato;215247;Pintor/a Artístico/a em Azulejo;4;4
2461;História da azulejaria;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2462;Iniciação à pintura de azulejo - cores a água;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2463;Pintura de azulejo - tradicional;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2464;Pintura de azulejo - Arte Nova;25;Tecnológica;215;Artesanato;215247;Pintor/a Artístico/a em Azulejo;4;4
2464;Pintura de azulejo - Arte Nova;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2465;Pintura de azulejo - contemporâneo;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2466;Técnicas de modelação para planos;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2467;Conformação de planos;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2468;Decoração de planos com engobes;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2469;Decoração de planos com vidrados e cores a água;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2470;Preparação de materiais para cerâmica criativa - pastas;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2471;Desenho de observação - formas naturais;50;Tecnológica;215;Artesanato;215247;Pintor/a Artístico/a em Azulejo;4;4
2471;Desenho de observação - formas naturais;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2471;Desenho de observação - formas naturais;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2472;Decoração para cerâmica criativa;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2472;Decoração para cerâmica criativa;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2473;Iniciação à conformação à roda;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2474;Conformação à roda - formas cilíndricas baixas;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2475;Conformação à roda - formas cilíndricas altas;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2476;Conformação à roda - formas abertas;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2477;Conformação à roda - tampas;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2478;Conformação à roda - formas bojudas;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2479;Conformação à roda - gargalos;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2480;Técnicas e processos de vidração e cozedura;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2480;Técnicas e processos de vidração e cozedura;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2481;Técnicas de decoração para olaria;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2482;Técnicas de seccionamento e colagem;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2483;Escultura à lastra - pequeno porte;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2484;Escultura à lastra - médio porte;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2485;Escultura a rolo - pequeno porte;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2486;Escultura a rolo - médio porte;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2487;Mural cerâmico;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2488;Técnicas e processos de cozedura;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2488;Técnicas e processos de cozedura;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
2489;Técnicas de decoração para escultura cerâmica;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2490;Moldes para cerâmica criativa;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2490;Moldes para cerâmica criativa;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
2491;Conceção e desenvolvimento de projetos para cerâmica criativa;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2492;Execução de projetos para cerâmica criativa;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2493;Execução de maquetas e apresentação de projetos;50;Tecnológica;215;Artesanato;215247;Pintor/a Artístico/a em Azulejo;4;4
2493;Execução de maquetas e apresentação de projetos;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2494;Marketing e estudos de mercado;50;Tecnológica;215;Artesanato;215247;Pintor/a Artístico/a em Azulejo;4;4
2494;Marketing e estudos de mercado;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2495;Comercialização de produtos cerâmicos;50;Tecnológica;215;Artesanato;215247;Pintor/a Artístico/a em Azulejo;4;4
2495;Comercialização de produtos cerâmicos;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2495;Comercialização de produtos cerâmicos;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2496;Organização e gestão de pequenos negócios;50;Tecnológica;215;Artesanato;215019;Técnico/a de Vidro Artístico;4;4
2496;Organização e gestão de pequenos negócios;50;Tecnológica;215;Artesanato;215352;Técnico/a de Construção de Instrumentos Musicais;4;4
2496;Organização e gestão de pequenos negócios;50;Tecnológica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542265;Técnico/a de Fabrico Manual de Calçado;4;4
2496;Organização e gestão de pequenos negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2496;Organização e gestão de pequenos negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2496;Organização e gestão de pequenos negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543272;Operador/a de Máquinas de Produção de Artigos em Vidro;2;2
2497;Desenvolvimento sustentável e cooperação;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2497;Desenvolvimento sustentável e cooperação;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2498;Apresentação de produtos e participação em eventos;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
2498;Apresentação de produtos e participação em eventos;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
2498;Apresentação de produtos e participação em eventos;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
2499;Matérias e materiais de modelação cerâmica;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543133;Formista/Moldista;2;2
2500;Moldes de enchimento e Roller/Jaule;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543133;Formista/Moldista;2;2
2501;Moldes de prensa;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543133;Formista/Moldista;2;2
2502;Produtos cerâmicos e processos de fabrico;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543133;Formista/Moldista;2;2
2502;Produtos cerâmicos e processos de fabrico;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543134;Técnico/a de Modelação Cerâmica;4;4
2503;Reparação de moldes e acabamento;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543133;Formista/Moldista;2;2
2504;Execução de madres na bancada;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543133;Formista/Moldista;2;2
2505;Execução de madres no torno;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543133;Formista/Moldista;2;2
2506;Madres simples de conformação por Roller/Jaule;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543133;Formista/Moldista;2;2
2507;Madres de conformação por Roller/Jaule;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543133;Formista/Moldista;2;2
2508;Divisão de moldes;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543133;Formista/Moldista;2;2
2509;Execução de moldes de bancada;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543133;Formista/Moldista;2;2
2510;Princípios de divisão de modelos de torno;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543133;Formista/Moldista;2;2
